;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk
267;841904;2020-01-03;0.04346;1.0;3.0;-1.5942333333333334;-1.5942333333333334;1;;
268;843381;2020-01-03;0.025143333333333334;0.0;3.0;0.008381111111111112;0.008381111111111112;1;;
269;857472;2020-01-03;0.0015150666666666668;0.0;2.0;0.0007575333333333334;0.0007575333333333334;1;;
270;880096;2020-01-03;0.006231666666666667;0.0;2.0;0.0031158333333333333;0.0031158333333333333;1;;
271;907655;2020-01-03;1.6227133333333335;0.0;600.0;0.0027045222222222224;0.0027045222222222224;1;;
272;913780;2020-01-03;0.8499783333333334;0.0;734.0;0.0011580086285195277;0.0011580086285195277;1;;
273;916403;2020-01-03;0.0;0.0;3.0;0.0;0.0;1;;
274;916405;2020-01-03;0.0;0.0;3.0;0.0;0.0;1;;
275;923454;2020-01-03;0.021156666666666667;0.0;1.0;0.021156666666666667;0.021156666666666667;1;;
276;943005;2020-01-03;0.15089;0.0;3.0;0.05029666666666666;0.05029666666666666;1;;
277;945231;2020-01-03;0.00015;0.0;1.0;0.00015;0.00015;1;;
278;946925;2020-01-03;0.019754999999999998;0.0;2.0;0.009877499999999999;0.009877499999999999;1;;
279;946960;2020-01-03;0.010678333333333333;0.0;2.0;0.0053391666666666665;0.0053391666666666665;1;;
280;947544;2020-01-03;1.5448233333333332;0.0;2.0;0.7724116666666666;0.7724116666666666;1;;
281;948822;2020-01-03;0.011611666666666668;0.0;8.0;0.0014514583333333335;0.0014514583333333335;1;;
282;949260;2020-01-03;2.8371483333333334;8.0;5.0;-5.162851666666667;-5.162851666666667;1;;
283;949264;2020-01-03;4.627728333333334;5.0;4.0;-0.4653395833333329;-0.4653395833333329;1;;
284;949268;2020-01-03;2.1347866666666664;1.0;5.0;0.2269573333333333;0.2269573333333333;1;;
285;952393;2020-01-03;0.31182499999999996;0.0;10.0;0.031182499999999995;0.031182499999999995;1;;
286;952397;2020-01-03;1.7777216666666666;4.0;4.0;-2.777847916666667;-2.777847916666667;1;;
287;952403;2020-01-03;0.3371583333333333;0.0;5.0;0.06743166666666665;0.06743166666666665;1;;
288;952405;2020-01-03;0.39619166666666666;1.0;3.0;-1.006347222222222;-1.006347222222222;1;;
289;952409;2020-01-03;1.09629;0.0;5.0;0.219258;0.219258;1;;
290;952411;2020-01-03;1.4312033333333334;1.0;6.0;0.07186722222222224;0.07186722222222224;1;;
291;952417;2020-01-03;0.2589766666666667;3.0;4.0;-3.4262791666666663;-3.4262791666666663;1;;
